nwikiproject,start_ts,end_ts,tcount
8,1296980429,1304756429,39
8,1304756429,1312532429,40
8,1312532429,1320308429,41
8,1320308429,1328084429,42
8,1328084429,1335860429,43
8,1335860429,1343636429,44
8,1343636429,1351412429,45
8,1351412429,1359188429,46
8,1359188429,1366964429,47
8,1366964429,1374740429,48
8,1374740429,1382516429,49
8,1382516429,1390292429,50
8,1390292429,1398068429,51
8,1398068429,1405844429,52
8,1405844429,1413620429,53
8,1413620429,1421396429,54
8,1421396429,1429172429,55
8,1429172429,1433341432,56
9,1001492429,1009268429,1
9,1009268429,1017044429,2
9,1017044429,1024820429,3
9,1024820429,1032596429,4
9,1032596429,1040372429,5
9,1040372429,1048148429,6
9,1048148429,1055924429,7
9,1055924429,1063700429,8
9,1063700429,1071476429,9
9,1071476429,1079252429,10
9,1079252429,1087028429,11
9,1087028429,1094804429,12
9,1094804429,1102580429,13
9,1102580429,1110356429,14
9,1110356429,1118132429,15
9,1118132429,1125908429,16
9,1125908429,1133684429,17
9,1133684429,1141460429,18
9,1141460429,1149236429,19
9,1149236429,1157012429,20
9,1157012429,1164788429,21
9,1164788429,1172564429,22
9,1172564429,1180340429,23
9,1180340429,1188116429,24
9,1188116429,1195892429,25
9,1195892429,1203668429,26
9,1203668429,1211444429,27
9,1211444429,1219220429,28
9,1219220429,1226996429,29
9,1226996429,1234772429,30
9,1234772429,1242548429,31
9,1242548429,1250324429,32
9,1250324429,1258100429,33
9,1258100429,1265876429,34
9,1265876429,1273652429,35
9,1273652429,1281428429,36
9,1281428429,1289204429,37
9,1289204429,1296980429,38
9,1296980429,1304756429,39
9,1304756429,1312532429,40
9,1312532429,1320308429,41
9,1320308429,1328084429,42
9,1328084429,1335860429,43
9,1335860429,1343636429,44
9,1343636429,1351412429,45
9,1351412429,1359188429,46
9,1359188429,1366964429,47
9,1366964429,1374740429,48
9,1374740429,1382516429,49
9,1382516429,1390292429,50
9,1390292429,1398068429,51
9,1398068429,1405844429,52
9,1405844429,1413620429,53
9,1413620429,1421396429,54
9,1421396429,1429172429,55
9,1429172429,1433341432,56
10,1001492429,1009268429,1
10,1009268429,1017044429,2
10,1017044429,1024820429,3
10,1024820429,1032596429,4
10,1032596429,1040372429,5
10,1040372429,1048148429,6
10,1048148429,1055924429,7
10,1055924429,1063700429,8
10,1063700429,1071476429,9
10,1071476429,1079252429,10
10,1079252429,1087028429,11
10,1087028429,1094804429,12
10,1094804429,1102580429,13
10,1102580429,1110356429,14
10,1110356429,1118132429,15
10,1118132429,1125908429,16
10,1125908429,1133684429,17
10,1133684429,1141460429,18
10,1141460429,1149236429,19
10,1149236429,1157012429,20
10,1157012429,1164788429,21
10,1164788429,1172564429,22
10,1172564429,1180340429,23
10,1180340429,1188116429,24
10,1188116429,1195892429,25
10,1195892429,1203668429,26
10,1203668429,1211444429,27
10,1211444429,1219220429,28
10,1219220429,1226996429,29
10,1226996429,1234772429,30
10,1234772429,1242548429,31
10,1242548429,1250324429,32
10,1250324429,1258100429,33
10,1258100429,1265876429,34
10,1265876429,1273652429,35
10,1273652429,1281428429,36
10,1281428429,1289204429,37
10,1289204429,1296980429,38
10,1296980429,1304756429,39
10,1304756429,1312532429,40
10,1312532429,1320308429,41
10,1320308429,1328084429,42
10,1328084429,1335860429,43
10,1335860429,1343636429,44
10,1343636429,1351412429,45
10,1351412429,1359188429,46
10,1359188429,1366964429,47
10,1366964429,1374740429,48
10,1374740429,1382516429,49
10,1382516429,1390292429,50
10,1390292429,1398068429,51
10,1398068429,1405844429,52
10,1405844429,1413620429,53
10,1413620429,1421396429,54
10,1421396429,1429172429,55
10,1429172429,1433341432,56
11,1001492429,1009268429,1
11,1009268429,1017044429,2
11,1017044429,1024820429,3
11,1024820429,1032596429,4
11,1032596429,1040372429,5
11,1040372429,1048148429,6
11,1048148429,1055924429,7
11,1055924429,1063700429,8
11,1063700429,1071476429,9
11,1071476429,1079252429,10
11,1079252429,1087028429,11
11,1087028429,1094804429,12
11,1094804429,1102580429,13
11,1102580429,1110356429,14
11,1110356429,1118132429,15
11,1118132429,1125908429,16
11,1125908429,1133684429,17
11,1133684429,1141460429,18
11,1141460429,1149236429,19
11,1149236429,1157012429,20
11,1157012429,1164788429,21
11,1164788429,1172564429,22
11,1172564429,1180340429,23
11,1180340429,1188116429,24
11,1188116429,1195892429,25
11,1195892429,1203668429,26
11,1203668429,1211444429,27
11,1211444429,1219220429,28
11,1219220429,1226996429,29
11,1226996429,1234772429,30
11,1234772429,1242548429,31
11,1242548429,1250324429,32
11,1250324429,1258100429,33
11,1258100429,1265876429,34
11,1265876429,1273652429,35
11,1273652429,1281428429,36
11,1281428429,1289204429,37
11,1289204429,1296980429,38
11,1296980429,1304756429,39
11,1304756429,1312532429,40
11,1312532429,1320308429,41
11,1320308429,1328084429,42
11,1328084429,1335860429,43
11,1335860429,1343636429,44
11,1343636429,1351412429,45
11,1351412429,1359188429,46
11,1359188429,1366964429,47
11,1366964429,1374740429,48
11,1374740429,1382516429,49
11,1382516429,1390292429,50
11,1390292429,1398068429,51
11,1398068429,1405844429,52
11,1405844429,1413620429,53
11,1413620429,1421396429,54
11,1421396429,1429172429,55
11,1429172429,1433341432,56
12,1001492429,1009268429,1
12,1009268429,1017044429,2
12,1017044429,1024820429,3
12,1024820429,1032596429,4
12,1032596429,1040372429,5
12,1040372429,1048148429,6
12,1048148429,1055924429,7
12,1055924429,1063700429,8
12,1063700429,1071476429,9
12,1071476429,1079252429,10
12,1079252429,1087028429,11
12,1087028429,1094804429,12
12,1094804429,1102580429,13
12,1102580429,1110356429,14
12,1110356429,1118132429,15
12,1118132429,1125908429,16
12,1125908429,1133684429,17
12,1133684429,1141460429,18
12,1141460429,1149236429,19
12,1149236429,1157012429,20
12,1157012429,1164788429,21
12,1164788429,1172564429,22
12,1172564429,1180340429,23
12,1180340429,1188116429,24
12,1188116429,1195892429,25
12,1195892429,1203668429,26
12,1203668429,1211444429,27
12,1211444429,1219220429,28
12,1219220429,1226996429,29
12,1226996429,1234772429,30
12,1234772429,1242548429,31
12,1242548429,1250324429,32
12,1250324429,1258100429,33
12,1258100429,1265876429,34
12,1265876429,1273652429,35
12,1273652429,1281428429,36
12,1281428429,1289204429,37
12,1289204429,1296980429,38
12,1296980429,1304756429,39
12,1304756429,1312532429,40
12,1312532429,1320308429,41
12,1320308429,1328084429,42
12,1328084429,1335860429,43
12,1335860429,1343636429,44
12,1343636429,1351412429,45
12,1351412429,1359188429,46
12,1359188429,1366964429,47
12,1366964429,1374740429,48
12,1374740429,1382516429,49
12,1382516429,1390292429,50
12,1390292429,1398068429,51
12,1398068429,1405844429,52
12,1405844429,1413620429,53
12,1413620429,1421396429,54
12,1421396429,1429172429,55
12,1429172429,1433341432,56
13,1001492429,1009268429,1
13,1009268429,1017044429,2
13,1017044429,1024820429,3
13,1024820429,1032596429,4
13,1032596429,1040372429,5
13,1040372429,1048148429,6
13,1048148429,1055924429,7
13,1055924429,1063700429,8
13,1063700429,1071476429,9
13,1071476429,1079252429,10
13,1079252429,1087028429,11
13,1087028429,1094804429,12
13,1094804429,1102580429,13
13,1102580429,1110356429,14
13,1110356429,1118132429,15
13,1118132429,1125908429,16
13,1125908429,1133684429,17
13,1133684429,1141460429,18
13,1141460429,1149236429,19
13,1149236429,1157012429,20
